,OrderNumber,OrderDate,Channel,CurrencyCode,WarehouseCode,DeliveryRegionIndex,OrderQuantity,UnitPrice,LineTotal,TotalUnitCost,ProductIndex,Category,CustomerIndex,CustomerNames,Emails,HeadOfficeIndex,RegionIndex,City,Country
4857,SO - 0004958,42370,Wholesale,USD,AXW291,8,7,1038.5,7269.5,498.48,5,sports & fitness,52,Avamba Company,abradleyag@patch.com,46,8,BUDAPEST,Hungary
4858,SO - 0004959,42370,Distributor,USD,GUT930,41,5,1011.7,5058.5,566.552,15,pet supplies,81,General Company,mjones2v@omniture.com,48,41,Sevilla,Spain
4859,SO - 0004960,42370,Wholesale,USD,AXW291,29,12,3926.2,47114.4,2944.65,4,furniture,83,sanofi-ave Group,pday6g@plala.or.jp,29,29,Lódz,Poland
4860,SO - 0004961,42370,Distributor,USD,GUT930,46,10,6070.2,60702.0,4127.736,10,accessories,62,Topiczoom Corp,tgordondk@diigo.com,53,46,Wroclaw (Breslau),Poland
4861,SO - 0004962,42370,Distributor,USD,GUT930,43,8,5996.5,47972.0,5097.025,2,books,109,WOCKHARDT Group,mcarter8x@feedburner.com,19,43,KISHINEV,Moldova
4862,SO - 0004963,42370,Export,USD,NXH382,49,9,5071.9,45647.1,3246.016,3,electronics,7,Skidoo Company,cmiller1e@statcounter.com,41,49,Essen,Germany
4863,SO - 0004964,42370,Export,USD,AXW291,4,5,6164.0,30820.0,4129.88,7,men's & women's clothing,54,Revitol Company,aramos9w@php.net,41,4,ROMA,Italy
4864,SO - 0004965,42370,Distributor,USD,AXW291,2,7,3825.7,26779.9,1874.593,7,men's & women's clothing,68,True Ltd,bcollins1t@prweb.com,4,2,BERLIN,Germany
4865,SO - 0004966,42370,Wholesale,USD,AXW291,22,7,1715.2,12006.4,806.144,10,accessories,38,Neutrogena Ltd,aharveyd3@flavors.me,33,22,Napoli (Naples),Italy
4866,SO - 0004967,42371,Distributor,USD,AXW291,1,12,3845.8,46149.6,2230.564,7,men's & women's clothing,77,Valeant Corp,bbowman1j@phpbb.com,60,1,LONDON,UK
4867,SO - 0004968,42371,Wholesale,USD,GUT930,42,12,1078.7,12944.4,431.48,1,home appliances,140,Safecor Corp,bchapmanu@geocities.jp,53,42,Palermo,Italy
4868,SO - 0004969,42371,Wholesale,USD,AXW291,31,10,1045.2,10452.0,480.792,3,electronics,15,Centizu Company,sgarcia9k@myspace.com,23,31,RIGA,Latvia
4869,SO - 0004970,42371,Wholesale,USD,NXH382,53,9,268.0,2412.0,123.28,3,electronics,145,Janyx Group,earnold59@epa.gov,11,53,VILNIUS,Lithuania
4870,SO - 0004971,42372,Export,USD,GUT930,35,9,1802.3,16220.7,1153.472,14,musical instruments,129,Sanum-Kehl Group,pwells2x@zimbio.com,50,35,STOCKHOLM,Sweden
4871,SO - 0004972,42372,Distributor,USD,GUT930,40,9,1025.1,9225.9,830.331,9,health & personal care,136,Bath Group,cparker3z@state.tx.us,58,40,Kryvy Rig,Ukraine
4872,SO - 0004973,42372,Distributor,USD,AXW291,15,6,2579.5,15477.0,1031.8,5,sports & fitness,143,Mita Corp,rfoxlk@slideshare.net,2,15,Barcelona,Spain
4873,SO - 0004974,42372,Wholesale,USD,NXH382,49,6,6257.8,37546.8,2816.01,1,home appliances,162,Oba Company,rnichols24@plala.or.jp,41,49,Essen,Germany
4874,SO - 0004975,42372,Distributor,USD,AXW291,17,6,5333.2,31999.2,4426.556,6,grocery & gourmet foods,146,Vimbo Company,srice31@exblog.jp,34,17,München (Munich),Germany
4875,SO - 0004976,42372,Wholesale,USD,NXH382,59,10,1675.0,16750.0,1155.75,13,beauty make-up,104,Mydeo Ltd,sjohnstonjs@deliciousdays.com,33,59,Bremen,Germany
4876,SO - 0004977,42372,Wholesale,USD,AXW291,7,5,1139.0,5695.0,466.99,3,electronics,53,Kare Corp,pfreeman2d@edublogs.org,50,7,BUCURESTI (Bucharest),Romania
4877,SO - 0004978,42372,Distributor,USD,AXW291,5,10,1011.7,10117.0,667.722,6,grocery & gourmet foods,159,Quaxo Ltd,jgray33@blogtalkradio.com,30,5,KIEV,Ukraine
4878,SO - 0004979,42373,Wholesale,USD,GUT930,40,10,174.2,1742.0,90.584,3,electronics,146,Vimbo Company,srice31@exblog.jp,34,40,Kryvy Rig,Ukraine
4879,SO - 0004980,42373,Export,USD,AXW291,11,8,1775.5,14204.0,710.2,8,car & motorbike,174,Tekfly Group,awashington5k@devhub.com,23,11,WARSZAWA (Warsaw),Poland
4880,SO - 0004981,42373,Wholesale,USD,NXH382,48,9,1065.3,9587.7,521.997,4,furniture,23,Devpoint Group,lsanchez5d@umich.edu,48,48,Zaragoza,Spain
4881,SO - 0004982,42373,Distributor,USD,AXW291,17,7,6123.8,42866.6,4041.708,5,sports & fitness,99,Flipbug Ltd,rford65@google.co.jp,13,17,München (Munich),Germany
4882,SO - 0004983,42373,Wholesale,USD,AXW291,12,11,2452.2,26974.2,1986.282,4,furniture,122,Brightdog Corp,esimpson44@canalblog.com,33,12,BEOGRAD (Belgrade),Serbia
4883,SO - 0004984,42373,Distributor,USD,AXW291,19,7,3906.1,27342.7,2226.477,15,pet supplies,31,Golden Corp,kmoreno34@ca.gov,36,19,SOFIA,Bulgaria
4884,SO - 0004985,42373,Wholesale,USD,FLR025,63,7,2351.7,16461.9,1622.673,3,electronics,93,Meejo Corp,jreed7i@epa.gov,29,63,Hannover,Germany
4885,SO - 0004986,42373,Wholesale,USD,FLR025,65,6,991.6,5949.6,793.28,11,toy & kids products,134,Quimm Company,rhenry7y@squarespace.com,45,65,OSLO,Norway
4886,SO - 0004987,42373,Wholesale,USD,FLR025,65,12,5226.0,62712.0,3240.12,10,accessories,20,Tagfeed Ltd,srichardson8l@ucla.edu,56,65,OSLO,Norway
4887,SO - 0004988,42374,Wholesale,USD,AXW291,12,11,5936.2,65298.2,3027.462,5,sports & fitness,20,Tagfeed Ltd,srichardson8l@ucla.edu,56,12,BEOGRAD (Belgrade),Serbia
4888,SO - 0004989,42374,Wholesale,USD,GUT930,42,12,1051.9,12622.8,525.95,13,beauty make-up,69,Vinte Group,randerson1k@mozilla.com,48,42,Palermo,Italy
4889,SO - 0004990,42374,Distributor,USD,AXW291,5,8,1018.4,8147.2,794.352,12,garden & outdoor,74,Dazzlesphe Corp,mpalmera6@census.gov,50,5,KIEV,Ukraine
4890,SO - 0004991,42374,Distributor,USD,GUT930,41,10,3731.9,37319.0,2948.201,5,sports & fitness,117,ALK-Abello Ltd,jwelch37@bigcartel.com,30,41,Sevilla,Spain
4891,SO - 0004992,42374,Wholesale,USD,NXH382,53,8,3276.3,26210.4,2588.277,2,books,24,Mylan Corp,hmurray2p@loc.gov,66,53,VILNIUS,Lithuania
4892,SO - 0004993,42375,Distributor,USD,GUT930,33,5,1105.5,5527.5,718.575,11,toy & kids products,90,Aimbo Corp,criveramf@mysql.com,49,33,ATHINAI (Athens),Greece
4893,SO - 0004994,42375,Wholesale,USD,GUT930,40,7,6539.2,45774.4,4708.224,2,books,121,Tambee Company,hturnerw@answers.com,47,40,Kryvy Rig,Ukraine
4894,SO - 0004995,42375,Wholesale,USD,FLR025,62,5,3517.5,17587.5,2778.825,14,musical instruments,34,Z.H.T. Group,rwhitedq@nymag.com,29,62,Duisburg,Germany
4895,SO - 0004996,42375,Export,USD,AXW291,24,10,2338.3,23383.0,1099.001,8,car & motorbike,137,Aldi Ltd,fcampbell80@360.cn,28,24,Odessa,Ukraine
4896,SO - 0004997,42375,Wholesale,USD,AXW291,28,8,2231.1,17848.8,892.44,3,electronics,24,Mylan Corp,hmurray2p@loc.gov,66,28,Zaporozhye,Ukraine
4897,SO - 0004998,42375,Distributor,USD,AXW291,18,12,911.2,10934.4,537.608,1,home appliances,74,Dazzlesphe Corp,mpalmera6@census.gov,50,18,PRAHA (Prague),Czech Republic
4898,SO - 0004999,42375,Wholesale,USD,NXH382,59,9,6277.9,56501.1,4520.088,3,electronics,81,General Company,mjones2v@omniture.com,48,59,Bremen,Germany
4899,SO - 0005000,42375,Wholesale,USD,FLR025,60,7,2371.8,16602.6,996.156,10,accessories,146,Vimbo Company,srice31@exblog.jp,34,60,Sheffield,UK
4900,SO - 0005001,42375,Export,USD,NXH382,55,6,1969.8,11818.8,984.9,12,garden & outdoor,121,Tambee Company,hturnerw@answers.com,47,55,Düsseldorf,Germany
4901,SO - 0005002,42375,Export,USD,AXW291,5,11,5996.5,65961.5,2818.355,1,home appliances,153,WOONSOCKET Corp,ejordan2g@nba.com,13,5,KIEV,Ukraine
4902,SO - 0005003,42375,Export,USD,GUT930,35,6,3865.9,23195.4,2396.858,4,furniture,3,Ascend Ltd,wwilliamson1g@about.me,28,35,STOCKHOLM,Sweden
4903,SO - 0005004,42375,Wholesale,USD,AXW291,4,11,5768.7,63455.7,4557.273,9,health & personal care,120,Chatterbri Ltd,smiller24@biglobe.ne.jp,50,4,ROMA,Italy
4904,SO - 0005005,42376,Wholesale,USD,AXW291,30,8,1916.2,15329.6,1341.34,14,musical instruments,146,Vimbo Company,srice31@exblog.jp,34,30,Marseille,France
4905,SO - 0005006,42376,Distributor,USD,AXW291,14,9,1989.9,17909.1,1392.93,8,car & motorbike,113,Talane Group,ajacobs49@ow.ly,64,14,Kharkov,Ukraine
4906,SO - 0005007,42376,Distributor,USD,AXW291,25,7,3370.1,23590.7,2763.482,7,men's & women's clothing,65,CARDINAL Group,emarshall1o@multiply.com,8,25,Köln (Cologne),Germany
4907,SO - 0005008,42376,Distributor,USD,AXW291,2,11,850.9,9359.9,697.738,8,car & motorbike,155,Zoomdog Corp,gsmith1x@youku.com,25,2,BERLIN,Germany
4908,SO - 0005009,42376,Distributor,USD,AXW291,15,7,1125.6,7879.2,697.872,7,men's & women's clothing,122,Brightdog Corp,esimpson44@canalblog.com,33,15,Barcelona,Spain
4909,SO - 0005010,42376,Wholesale,USD,AXW291,10,8,6157.3,49258.4,3509.661,12,garden & outdoor,157,Flipstorm Group,jcarr8@oakley.com,51,10,MINSK,Belarus
4910,SO - 0005011,42376,Wholesale,USD,AXW291,3,10,1005.0,10050.0,592.95,3,electronics,62,Topiczoom Corp,tgordondk@diigo.com,53,3,MADRID,Spain
4911,SO - 0005012,42376,Wholesale,USD,NXH382,57,6,2479.0,14874.0,1735.3,11,toy & kids products,1,Geiss Company,lharrison3v@eepurl.com,6,57,HELSINKI,Finland
4912,SO - 0005013,42376,Distributor,USD,GUT930,34,7,1989.9,13929.3,1492.425,1,home appliances,72,Wordware Company,tlopezn@bandcamp.com,15,34,Salonika,Greece
4913,SO - 0005014,42376,Wholesale,USD,AXW291,7,9,716.9,6452.1,336.943,9,health & personal care,139,Zoomzone Corp,kwheeler2h@army.mil,63,7,BUCURESTI (Bucharest),Romania
4914,SO - 0005015,42377,Wholesale,USD,FLR025,64,11,1688.4,18572.4,894.852,2,books,135,Kaymbo Company,alittle8i@un.org,60,64,Mykolaiv,Ukraine
4915,SO - 0005016,42377,Distributor,USD,AXW291,1,10,2619.7,26197.0,1938.578,5,sports & fitness,118,MEIJER Corp,esimmons3g@guardian.co.uk,46,1,LONDON,UK
4916,SO - 0005017,42377,Wholesale,USD,GUT930,39,7,1728.6,12100.2,1400.166,5,sports & fitness,153,WOONSOCKET Corp,ejordan2g@nba.com,13,39,Leeds,UK
4917,SO - 0005018,42377,Export,USD,GUT930,41,8,3993.2,31945.6,1637.212,3,electronics,38,Neutrogena Ltd,aharveyd3@flavors.me,33,41,Sevilla,Spain
4918,SO - 0005019,42377,Distributor,USD,GUT930,37,5,2398.6,11993.0,1199.3,12,garden & outdoor,52,Avamba Company,abradleyag@patch.com,46,37,Valencia,Spain
4919,SO - 0005020,42377,Distributor,USD,AXW291,4,8,884.4,7075.2,548.328,4,furniture,166,Brainspher Ltd,hfowler6h@xinhuanet.com,39,4,ROMA,Italy
4920,SO - 0005021,42377,Wholesale,USD,AXW291,17,7,804.0,5628.0,353.76,6,grocery & gourmet foods,133,Mydo Corp,rramoshq@jugem.jp,54,17,München (Munich),Germany
4921,SO - 0005022,42377,Wholesale,USD,GUT930,32,12,897.8,10773.6,475.834,8,car & motorbike,125,Zooveo Company,jevans0@guardian.co.uk,22,32,Lvov,Ukraine
4922,SO - 0005023,42377,Wholesale,USD,GUT930,34,7,3859.2,27014.4,1891.008,15,pet supplies,106,Organon Corp,cwillis1c@theatlantic.com,15,34,Salonika,Greece
4923,SO - 0005024,42377,Distributor,USD,NXH382,47,10,951.4,9514.0,675.494,15,pet supplies,149,Fred's Company,clawrence7v@slashdot.org,19,47,Glasgow,UK
4924,SO - 0005025,42377,Distributor,USD,FLR025,61,7,201.0,1407.0,120.6,13,beauty make-up,137,Aldi Ltd,fcampbell80@360.cn,28,61,SARAJEVO,Bosnia
4925,SO - 0005026,42377,Wholesale,USD,NXH382,58,5,2566.1,12830.5,1950.236,15,pet supplies,122,Brightdog Corp,esimpson44@canalblog.com,33,58,Málaga,Spain
4926,SO - 0005027,42377,Distributor,USD,AXW291,27,12,1728.6,20743.2,968.016,3,electronics,136,Bath Group,cparker3z@state.tx.us,58,27,ZAGREB,Croatia
4927,SO - 0005028,42378,Distributor,USD,AXW291,8,5,5132.2,25661.0,3027.998,14,musical instruments,41,Pixoboo Corp,gpalmer43@hexun.com,25,8,BUDAPEST,Hungary
4928,SO - 0005029,42378,Distributor,USD,NXH382,47,9,5480.6,49325.4,4439.286,14,musical instruments,37,Mycone Ltd,jcruz2p@php.net,41,47,Glasgow,UK
4929,SO - 0005030,42378,Export,USD,NXH382,48,5,3953.0,19765.0,2688.04,12,garden & outdoor,158,Linklinks Ltd,kjones2g@walmart.com,15,48,Zaragoza,Spain
4930,SO - 0005031,42378,Distributor,USD,AXW291,31,12,964.8,11577.6,530.64,5,sports & fitness,159,Quaxo Ltd,jgray33@blogtalkradio.com,30,31,RIGA,Latvia
4931,SO - 0005032,42378,Export,USD,AXW291,24,5,1943.0,9715.0,1068.65,6,grocery & gourmet foods,146,Vimbo Company,srice31@exblog.jp,34,24,Odessa,Ukraine
4932,SO - 0005033,42378,Distributor,USD,FLR025,62,5,3892.7,19463.5,3075.233,5,sports & fitness,115,Dynazzy Company,ahansoni9@acquirethisname.com,61,62,Duisburg,Germany
4933,SO - 0005034,42378,Wholesale,USD,AXW291,25,7,5822.3,40756.1,4541.394,6,grocery & gourmet foods,15,Centizu Company,sgarcia9k@myspace.com,23,25,Köln (Cologne),Germany
4934,SO - 0005035,42378,Distributor,USD,NXH382,47,9,1755.4,15798.6,1298.996,6,grocery & gourmet foods,8,Amerisourc Corp,kcarr11@ustream.tv,23,47,Glasgow,UK
4935,SO - 0005036,42378,Wholesale,USD,AXW291,15,8,3128.9,25031.2,1439.294,10,accessories,106,Organon Corp,cwillis1c@theatlantic.com,15,15,Barcelona,Spain
4936,SO - 0005037,42378,Distributor,USD,NXH382,55,10,2318.2,23182.0,1553.194,7,men's & women's clothing,10,Unit Ltd,bmcdonald47@joomla.org,32,55,Düsseldorf,Germany
4937,SO - 0005038,42379,Wholesale,USD,GUT930,33,10,1735.3,17353.0,1145.298,7,men's & women's clothing,173,H Ltd,pgonzales7y@youku.com,12,33,ATHINAI (Athens),Greece
4938,SO - 0005039,42379,Wholesale,USD,AXW291,16,12,3879.3,46551.6,1551.72,3,electronics,50,Wordtune Company,ssnyder4l@cafepress.com,32,16,Milano (Milan),Italy
4939,SO - 0005040,42379,Distributor,USD,AXW291,14,12,3932.9,47194.8,1887.792,10,accessories,54,Revitol Company,aramos9w@php.net,41,14,Kharkov,Ukraine
4940,SO - 0005041,42379,Distributor,USD,AXW291,30,11,1045.2,11497.2,543.504,10,accessories,168,Podcat Corp,wgreenks@ocn.ne.jp,35,30,Marseille,France
4941,SO - 0005042,42379,Distributor,USD,AXW291,12,11,214.4,2358.4,124.352,9,health & personal care,92,Yodoo Ltd,fscottii@fotki.com,24,12,BEOGRAD (Belgrade),Serbia
4942,SO - 0005043,42379,Distributor,USD,NXH382,55,10,897.8,8978.0,466.856,4,furniture,33,Cadila Ltd,joliver2c@usda.gov,36,55,Düsseldorf,Germany
4943,SO - 0005044,42379,Wholesale,USD,NXH382,52,6,1139.0,6834.0,717.57,15,pet supplies,55,American Corp,ecollinsd1@seesaa.net,52,52,Stuttgart,Germany
4944,SO - 0005045,42379,Distributor,USD,FLR025,61,11,5460.5,60065.5,2348.015,15,pet supplies,7,Skidoo Company,cmiller1e@statcounter.com,41,61,SARAJEVO,Bosnia
4945,SO - 0005046,42379,Wholesale,USD,AXW291,23,8,2391.9,19135.2,1841.763,14,musical instruments,43,Pacific Ltd,pkennedyt@amazon.co.uk,20,23,Birmingham,UK
4946,SO - 0005047,42379,Wholesale,USD,NXH382,50,5,5996.5,29982.5,4557.34,2,books,73,Deseret Group,grobinson3g@sun.com,31,50,Rotterdam,Netherlands
4947,SO - 0005048,42380,Wholesale,USD,FLR025,62,12,1728.6,20743.2,726.012,10,accessories,125,Zooveo Company,jevans0@guardian.co.uk,22,62,Duisburg,Germany
4948,SO - 0005049,42380,Export,USD,NXH382,60,10,3343.3,33433.0,2240.011,10,accessories,148,Jabbercube Corp,dkennedyaj@intel.com,8,60,Sheffield,UK
4949,SO - 0005050,42380,Wholesale,USD,AXW291,27,5,174.2,871.0,81.874,3,electronics,7,Skidoo Company,cmiller1e@statcounter.com,41,27,ZAGREB,Croatia
4950,SO - 0005051,42380,Wholesale,USD,NXH382,59,11,1058.6,11644.6,561.058,8,car & motorbike,107,NCS Group,nandersonqk@blogspot.com,26,59,Bremen,Germany
4951,SO - 0005052,42380,Wholesale,USD,NXH382,59,7,964.8,6753.6,395.568,6,grocery & gourmet foods,109,WOCKHARDT Group,mcarter8x@feedburner.com,19,59,Bremen,Germany
4952,SO - 0005053,42380,Wholesale,USD,AXW291,15,12,3966.4,47596.8,2300.512,6,grocery & gourmet foods,149,Fred's Company,clawrence7v@slashdot.org,19,15,Barcelona,Spain
4953,SO - 0005054,42380,Distributor,USD,AXW291,8,12,2633.1,31597.2,1895.832,2,books,15,Centizu Company,sgarcia9k@myspace.com,23,8,BUDAPEST,Hungary
4954,SO - 0005055,42380,Export,USD,FLR025,65,10,1011.7,10117.0,819.477,8,car & motorbike,99,Flipbug Ltd,rford65@google.co.jp,13,65,OSLO,Norway
4955,SO - 0005056,42380,Distributor,USD,AXW291,12,6,3892.7,23356.2,2802.744,11,toy & kids products,135,Kaymbo Company,alittle8i@un.org,60,12,BEOGRAD (Belgrade),Serbia
4956,SO - 0005057,42380,Distributor,USD,FLR025,60,5,3805.6,19028.0,1636.408,13,beauty make-up,119,Livepath Corp,tdavis1v@state.gov,5,60,Sheffield,UK
4957,SO - 0005058,42380,Wholesale,USD,NXH382,50,8,1031.8,8254.4,825.44,12,garden & outdoor,9,Walgreen Corp,aparker1l@pcworld.com,10,50,Rotterdam,Netherlands
4958,SO - 0005059,42380,Wholesale,USD,AXW291,20,8,6090.3,48722.4,2618.829,15,pet supplies,98,Natures Group,dbishopcy@nasa.gov,7,20,Dnepropetrovsk,Ukraine
4959,SO - 0005060,42381,Wholesale,USD,NXH382,56,5,3892.7,19463.5,2102.058,1,home appliances,56,Realpoint Corp,mgeorgecd@elegantthemes.com,11,56,LISBOA (Lisbon),Portugal
4960,SO - 0005061,42381,Wholesale,USD,AXW291,22,11,2231.1,24542.1,1070.928,12,garden & outdoor,113,Talane Group,ajacobs49@ow.ly,64,22,Napoli (Naples),Italy
4961,SO - 0005062,42381,Wholesale,USD,GUT930,31,11,3953.0,43483.0,3320.52,5,sports & fitness,98,Natures Group,dbishopcy@nasa.gov,7,31,RIGA,Latvia
4962,SO - 0005063,42381,Export,USD,AXW291,26,8,931.3,7450.4,726.414,3,electronics,12,Realcube Company,jharveydm@etsy.com,66,26,Torino (Turin),Italy
4963,SO - 0005064,42381,Distributor,USD,AXW291,1,8,2626.4,21011.2,1365.728,1,home appliances,167,Nlounge Ltd,fromero4g@behance.net,62,1,LONDON,UK
4964,SO - 0005065,42381,Distributor,USD,GUT930,46,5,1681.7,8408.5,1294.909,6,grocery & gourmet foods,90,Aimbo Corp,criveramf@mysql.com,49,46,Wroclaw (Breslau),Poland
4965,SO - 0005066,42381,Distributor,USD,FLR025,65,10,1266.3,12663.0,987.714,5,sports & fitness,153,WOONSOCKET Corp,ejordan2g@nba.com,13,65,OSLO,Norway
4966,SO - 0005067,42381,Distributor,USD,AXW291,15,8,3356.7,26853.6,1879.752,1,home appliances,105,Oozz Group,fcox6@soundcloud.com,65,15,Barcelona,Spain
4967,SO - 0005068,42381,Distributor,USD,GUT930,41,8,1112.2,8897.6,767.418,3,electronics,35,Aromaticos Company,jprice67@issuu.com,34,41,Sevilla,Spain
4968,SO - 0005069,42381,Wholesale,USD,NXH382,49,8,1862.6,14900.8,819.544,15,pet supplies,91,Zoonder Group,lboydnj@forbes.com,19,49,Essen,Germany
4969,SO - 0005070,42381,Distributor,USD,AXW291,28,5,254.6,1273.0,106.932,8,car & motorbike,152,Eayo Company,jcastillo1w@independent.co.uk,33,28,Zaporozhye,Ukraine
4970,SO - 0005071,42381,Export,USD,GUT930,32,9,3919.5,35275.5,2822.04,13,beauty make-up,149,Fred's Company,clawrence7v@slashdot.org,19,32,Lvov,Ukraine
4971,SO - 0005072,42381,Wholesale,USD,GUT930,32,9,3979.8,35818.2,3024.648,14,musical instruments,2,Jaxbean Group,jwilliamsonpk@eventbrite.com,42,32,Lvov,Ukraine
4972,SO - 0005073,42382,Wholesale,USD,GUT930,44,6,3859.2,23155.2,1852.416,8,car & motorbike,109,WOCKHARDT Group,mcarter8x@feedburner.com,19,44,Genova,Italy
4973,SO - 0005074,42382,Export,USD,GUT930,32,10,214.4,2144.0,109.344,13,beauty make-up,36,Trunyx Ltd,bwest3r@barnesandnoble.com,16,32,Lvov,Ukraine
4974,SO - 0005075,42382,Wholesale,USD,AXW291,7,10,1252.9,12529.0,989.791,5,sports & fitness,21,Viva Ltd,wyoungoo@ucla.edu,55,7,BUCURESTI (Bucharest),Romania
4975,SO - 0005076,42382,Wholesale,USD,AXW291,30,7,4013.3,28093.1,2367.847,9,health & personal care,102,Linkbuzz Ltd,bsimsla@icio.us,64,30,Marseille,France
4976,SO - 0005077,42382,Wholesale,USD,AXW291,24,12,1112.2,13346.4,645.076,2,books,6,Family Corp,ajacobs2g@seattletimes.com,61,24,Odessa,Ukraine
4977,SO - 0005078,42382,Wholesale,USD,NXH382,53,5,3859.2,19296.0,2662.848,12,garden & outdoor,146,Vimbo Company,srice31@exblog.jp,34,53,VILNIUS,Lithuania
4978,SO - 0005079,42382,Wholesale,USD,AXW291,15,8,3825.7,30605.6,3137.074,9,health & personal care,159,Quaxo Ltd,jgray33@blogtalkradio.com,30,15,Barcelona,Spain
4979,SO - 0005080,42382,Wholesale,USD,AXW291,5,9,241.2,2170.8,173.664,11,toy & kids products,79,Blogspan Ltd,ghuntf5@gravatar.com,6,5,KIEV,Ukraine
4980,SO - 0005081,42382,Wholesale,USD,NXH382,55,5,3979.8,19899.0,2467.476,14,musical instruments,171,Accord Group,egraham2o@nsw.gov.au,18,55,Düsseldorf,Germany
4981,SO - 0005082,42382,Export,USD,GUT930,43,5,3899.4,19497.0,3197.508,12,garden & outdoor,113,Talane Group,ajacobs49@ow.ly,64,43,KISHINEV,Moldova
4982,SO - 0005083,42382,Export,USD,AXW291,9,6,2412.0,14472.0,1736.64,14,musical instruments,148,Jabbercube Corp,dkennedyaj@intel.com,8,9,Hamburg,Germany
4983,SO - 0005084,42382,Distributor,USD,AXW291,16,8,5875.9,47007.2,4289.407,2,books,140,Safecor Corp,bchapmanu@geocities.jp,53,16,Milano (Milan),Italy
4984,SO - 0005085,42382,Wholesale,USD,FLR025,62,5,5293.0,26465.0,3122.87,1,home appliances,122,Brightdog Corp,esimpson44@canalblog.com,33,62,Duisburg,Germany
4985,SO - 0005086,42383,Wholesale,USD,NXH382,51,10,3912.8,39128.0,1995.528,15,pet supplies,78,US Ltd,astone14@shareasale.com,50,51,Dortmund,Germany
4986,SO - 0005087,42383,Wholesale,USD,GUT930,44,7,1159.1,8113.7,718.642,4,furniture,142,Skippad Ltd,jchavezik@aboutads.info,27,44,Genova,Italy
4987,SO - 0005088,42383,Wholesale,USD,AXW291,16,6,1125.6,6753.6,596.568,1,home appliances,9,Walgreen Corp,aparker1l@pcworld.com,10,16,Milano (Milan),Italy
4988,SO - 0005089,42383,Wholesale,USD,AXW291,23,5,3912.8,19564.0,1956.4,3,electronics,130,Jayo Company,mreyes1q@umn.edu,53,23,Birmingham,UK
4989,SO - 0005090,42383,Distributor,USD,GUT930,35,12,227.8,2733.6,159.46,8,car & motorbike,29,Voolia Ltd,btaylorv@networksolutions.com,12,35,STOCKHOLM,Sweden
4990,SO - 0005091,42383,Export,USD,NXH382,51,9,1018.4,9165.6,407.36,4,furniture,59,Gabvine Ltd,aturner9s@webs.com,64,51,Dortmund,Germany
4991,SO - 0005092,42383,Wholesale,USD,AXW291,5,11,938.0,10318.0,684.74,3,electronics,121,Tambee Company,hturnerw@answers.com,47,5,KIEV,Ukraine
4992,SO - 0005093,42383,Wholesale,USD,GUT930,44,9,227.8,2050.2,102.51,15,pet supplies,81,General Company,mjones2v@omniture.com,48,44,Genova,Italy
4993,SO - 0005094,42383,Distributor,USD,AXW291,20,9,1005.0,9045.0,673.35,4,furniture,54,Revitol Company,aramos9w@php.net,41,20,Dnepropetrovsk,Ukraine
4994,SO - 0005095,42384,Distributor,USD,AXW291,22,10,227.8,2278.0,166.294,5,sports & fitness,38,Neutrogena Ltd,aharveyd3@flavors.me,33,22,Napoli (Naples),Italy
4995,SO - 0005096,42384,Distributor,USD,NXH382,59,5,1072.0,5360.0,546.72,5,sports & fitness,61,Eidel Corp,jrogersda@dion.ne.jp,5,59,Bremen,Germany
4996,SO - 0005097,42384,Distributor,USD,AXW291,1,12,2505.8,30069.6,1954.524,11,toy & kids products,139,Zoomzone Corp,kwheeler2h@army.mil,63,1,LONDON,UK
4997,SO - 0005098,42384,Wholesale,USD,AXW291,12,9,4020.0,36180.0,3015.0,12,garden & outdoor,113,Talane Group,ajacobs49@ow.ly,64,12,BEOGRAD (Belgrade),Serbia
4998,SO - 0005099,42384,Wholesale,USD,AXW291,16,5,5916.1,29580.5,3253.855,5,sports & fitness,80,Realbuzz Ltd,gandrews39@nifty.com,42,16,Milano (Milan),Italy
4999,SO - 0005100,42384,Wholesale,USD,NXH382,52,9,1092.1,9828.9,567.892,6,grocery & gourmet foods,21,Viva Ltd,wyoungoo@ucla.edu,55,52,Stuttgart,Germany
5000,SO - 0005101,42384,Export,USD,GUT930,40,11,3959.7,43556.7,2375.82,11,toy & kids products,45,State Ltd,mbarnesv@google.nl,35,40,Kryvy Rig,Ukraine
5001,SO - 0005102,42384,Distributor,USD,NXH382,49,10,3845.8,38458.0,1884.442,3,electronics,32,EMD Group,gramirez2k@xrea.com,54,49,Essen,Germany
5002,SO - 0005103,42384,Wholesale,USD,NXH382,51,9,3919.5,35275.5,2586.87,15,pet supplies,63,Pfizer Corp,cwillis4l@answers.com,26,51,Dortmund,Germany
5003,SO - 0005104,42384,Distributor,USD,NXH382,57,5,268.0,1340.0,131.32,4,furniture,27,Wise Company,bmatthewsm@dot.gov,28,57,HELSINKI,Finland
5004,SO - 0005105,42385,Wholesale,USD,NXH382,52,7,3986.5,27905.5,1634.465,9,health & personal care,38,Neutrogena Ltd,aharveyd3@flavors.me,33,52,Stuttgart,Germany
5005,SO - 0005106,42385,Export,USD,AXW291,20,10,2680.0,26800.0,1795.6,9,health & personal care,61,Eidel Corp,jrogersda@dion.ne.jp,5,20,Dnepropetrovsk,Ukraine
